Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Response To Interleukin-4 (GO:0070670)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	TCF7
Skeletal Muscle Tissue Regeneration (GO:0043403)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	ANXA1
Endothelial Tube Morphogenesis (GO:0061154)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	STARD13
Error-Prone Translesion Synthesis (GO:0042276)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	PRIMPOL
Fructose 6-Phosphate Metabolic Process (GO:0006002)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	GFPT2
Granulocyte Migration (GO:0097530)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	ANXA1
Positive Regulation Of Platelet Activation (GO:0010572)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	TLR4
Histone Ubiquitination (GO:0016574)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	UHRF1
Homologous Recombination (GO:0035825)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	BRCA1
Positive Regulation Of rRNA Processing (GO:2000234)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	WDR75
Kinetochore Assembly (GO:0051382)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	KNTC1
Protein K11-linked Deubiquitination (GO:0035871)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	USP37
Protein K6-linked Ubiquitination (GO:0085020)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	BRCA1
Mitochondrial DNA Replication (GO:0006264)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	PRIMPOL
Mitotic DNA Replication Checkpoint Signaling (GO:0033314)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	ORC1
Monoatomic Anion Homeostasis (GO:0055081)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	SLC12A2
Muscle Cell Migration (GO:0014812)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	SIX1
Myelin Maintenance (GO:0043217)	1/9	0.0852523778923469	0.32762014899717556	0	0	12.62436224489796	31.082938042400848	CXCR4
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	3/105	0.08530762039911619	0.32762014899717556	0	0	2.986810187992723	7.352007866039391	ITPR1;CASP2;BRCA1
G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)	2/50	0.08698049185623569	0.3312138503452139	0	0	4.221153846153846	10.308359154488748	ANXA1;CALCRL
Regulation Of Interferon-Beta Production (GO:0032648)	2/50	0.08698049185623569	0.3312138503452139	0	0	4.221153846153846	10.308359154488748	STING1;TLR4
Positive Regulation Of Fat Cell Differentiation (GO:0045600)	2/50	0.08698049185623569	0.3312138503452139	0	0	4.221153846153846	10.308359154488748	SIX1;TMEM64
Regulation Of Apoptotic Process (GO:0042981)	11/705	0.08976373417271302	0.33528097124650547	0	0	1.6283892659043724	3.92535321110079	BARD1;ING5;ANXA1;TFAP4;PAX7;RHBDD1;FLNA;CASP2;HOXA5;DUSP6;MCM2
Cholesterol Transport (GO:0030301)	2/51	0.08996503538906568	0.33528097124650547	0	0	4.134798534798535	9.957976637995678	LIMA1;LDLR
Lipid Transport (GO:0006869)	3/108	0.09099403496084134	0.33528097124650547	0	0	2.9010309278350515	6.953658935183416	SLC10A3;ABCA9;LDLR
Cell-Matrix Adhesion (GO:0007160)	3/109	0.09292391886610019	0.33528097124650547	0	0	2.8735168255203267	6.827401833072559	ITGA1;ITGA8;VCL
Cell Cycle G1/S Phase Transition (GO:0044843)	2/52	0.0929795127434384	0.33528097124650547	0	0	4.051897435897436	9.62478034176009	USP37;CDK2
Sprouting Angiogenesis (GO:0002040)	2/52	0.0929795127434384	0.33528097124650547	0	0	4.051897435897436	9.62478034176009	ADGRA2;NRARP
Regulation Of Chromatin Binding (GO:0035561)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	CDT1
Negative Regulation Of Interleukin-17 Production (GO:0032700)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	TLR4
N-acetylneuraminate Metabolic Process (GO:0006054)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	RENBP
SRP-dependent Cotranslational Protein Targeting To Membrane (GO:0006614)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	SRP9
T Cell Chemotaxis (GO:0010818)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	SLC12A2
UDP-N-acetylglucosamine Metabolic Process (GO:0006047)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	GFPT2
Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	LDLR
Ammonium Transmembrane Transport (GO:0072488)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	SLC12A2
Regulation Of Microtubule Nucleation (GO:0010968)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	EML2
Nuclear Pore Complex Assembly (GO:0051292)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	NUP107
Cellular Response To UV-A (GO:0071492)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	MME
Positive Regulation Of DNA-templated DNA Replication (GO:2000105)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	CDT1
Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	CAMKK2
Positive Regulation Of Bone Resorption (GO:0045780)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	TMEM64
Urogenital System Development (GO:0001655)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	ANXA1
Inositol Phosphate Biosynthetic Process (GO:0032958)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	PPIP5K2
Metanephric Mesenchyme Development (GO:0072075)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	SIX1
Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	SLC25A13
Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)	1/10	0.09426668256856496	0.33528097124650547	0	0	11.22108843537415	26.50003063546954	CDK2
Carboxylic Acid Transport (GO:0046942)	2/53	0.09602305205734998	0.33973510281708075	0	0	3.9722473604826547	9.30763889414675	SLC1A5;SLC38A3
Positive Regulation Of Chemokine Production (GO:0032722)	2/53	0.09602305205734998	0.33973510281708075	0	0	3.9722473604826547	9.30763889414675	IL33;TLR4
Apical Junction Assembly (GO:0043297)	2/54	0.09909479556417512	0.34261977770715774	0	0	3.8956607495069036	9.005514637096475	CHAF1B;VCL
Organelle Assembly (GO:0070925)	6/322	0.09951868227090528	0.34261977770715774	0	0	1.9372059115912255	4.469928081165798	ABCB6;STING1;WDR90;FLNA;POC1B;CEP290
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	3/114	0.10282306335083237	0.34261977770715774	0	0	2.7433825578155475	6.240497401032681	IGFBP4;TMEM64;TBX18
DNA Methylation-Dependent Heterochromatin Formation (GO:0006346)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	HELLS
Negative Regulation Of Microtubule Polymerization (GO:0031115)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	EML2
Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	LDLR
Actin Crosslink Formation (GO:0051764)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	FLNA
Regulation Of mRNA 3'-End Processing (GO:0031440)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	BARD1
Cellular Response To UV-B (GO:0071493)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	MME
Cochlea Morphogenesis (GO:0090103)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	TBX18
Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	SIX1
Response To Nitric Oxide (GO:0071731)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	CDK2
Skeletal Muscle Fiber Development (GO:0048741)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	SIX1
Smooth Muscle Cell Differentiation (GO:0051145)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	TBX18
Epithelial Cell-Cell Adhesion (GO:0090136)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	VCL
Ganglion Development (GO:0061548)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	TUBB3
Glutamine Family Amino Acid Biosynthetic Process (GO:0009084)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	GLUL
Positive Regulation Of Protein Localization To Chromosome, Telomeric Region (GO:1904816)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	GNL3
Positive Regulation Of Protein Maturation (GO:1903319)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	RHBDD1
Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	LDLR
Protein Localization To Kinetochore (GO:0034501)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	KNTC1
Protein Polyglutamylation (GO:0018095)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	TTLL4
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	GART
Regulation Of Actin Filament Depolymerization (GO:0030834)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	LIMA1
Negative Regulation Of Amyloid Fibril Formation (GO:1905907)	1/11	0.10319260367144364	0.34261977770715774	0	0	10.098469387755102	22.93522053097424	LDLR
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	2/56	0.10531953349442334	0.34400408296142193	0	0	3.750997150997151	8.442580745618459	STING1;TLR4
Peptide Metabolic Process (GO:0006518)	2/56	0.10531953349442334	0.34400408296142193	0	0	3.750997150997151	8.442580745618459	MME;SEC11C
Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)	2/56	0.10531953349442334	0.34400408296142193	0	0	3.750997150997151	8.442580745618459	BRCA1;DHRS4
Cellular Response To Peptide (GO:1901653)	2/56	0.10531953349442334	0.34400408296142193	0	0	3.750997150997151	8.442580745618459	TIMELESS;TLR4
Positive Regulation Of DNA-templated Transcription (GO:0045893)	17/1243	0.10686802793077475	0.34400408296142193	0	0	1.4310721406561537	3.2001071217934802	IL33;FZD4;UHRF1;WDR75;SIX1;DDX21;BRCA1;POU3F1;GNL3;CAMKK2;TFAP4;STING1;NFIC;LMX1B;TLR4;CEP290;HOXA5
Response To Organic Cyclic Compound (GO:0014070)	2/58	0.1116471394615469	0.34400408296142193	0	0	3.6166666666666667	7.929223116491011	ANXA1;STING1
mRNA Transport (GO:0051028)	2/58	0.1116471394615469	0.34400408296142193	0	0	3.6166666666666667	7.929223116491011	NUP107;PEG10
Regulation Of Bone Mineralization (GO:0030500)	2/58	0.1116471394615469	0.34400408296142193	0	0	3.6166666666666667	7.929223116491011	ATP2B1;DDR2
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	TLR4
Regulation Of Chromosome Separation (GO:1905818)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	NCAPD3
C4-dicarboxylate Transport (GO:0015740)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	SLC25A13
MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	TLR4
NADPH Regeneration (GO:0006740)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	DDR2
UV-damage Excision Repair (GO:0070914)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	POLA1
Regulation Of Lymphocyte Migration (GO:2000401)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	STK10
Alanine Transport (GO:0032328)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	SLC38A3
Aspartate Family Amino Acid Metabolic Process (GO:0009066)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	SLC25A13
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	GJC1
Atrial Cardiac Muscle Tissue Development (GO:0003228)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	TBX18
Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	CDT1
Oligosaccharide-Lipid Intermediate Biosynthetic Process (GO:0006490)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	ALG8
Cell Projection Assembly (GO:0030031)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	PARVB
Positive Regulation Of Histone H3-K4 Methylation (GO:0051571)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	BRCA1
Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	FLNA
Eye Photoreceptor Cell Differentiation (GO:0001754)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	CEP290
Gamma-Delta T Cell Activation (GO:0046629)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	TCF7
Positive Regulation Of Neuroinflammatory Response (GO:0150078)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	IL33
Granulocyte Differentiation (GO:0030851)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	LBR
Icosanoid Secretion (GO:0032309)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	ANXA1
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	TLR4
Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	ORC1
Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	UNG
Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.1120310032789794	0.34400408296142193	0	0	9.17996289424861	20.094751788867637	TFAP4
Regulation Of Protein Kinase Activity (GO:0045859)	3/119	0.11312100613367633	0.34494730281177516	0	0	2.6244667614646287	5.7194930187747905	CCNYL1;DDR2;CAMKK2
Anterior/Posterior Pattern Specification (GO:0009952)	2/59	0.11484751815523618	0.34494730281177516	0	0	3.5530364372469636	7.689303661860877	HOXA3;HOXA5
Regulation Of Multicellular Organismal Development (GO:2000026)	2/59	0.11484751815523618	0.34494730281177516	0	0	3.5530364372469636	7.689303661860877	ING5;DUSP6
Regulation Of Type I Interferon Production (GO:0032479)	2/59	0.11484751815523618	0.34494730281177516	0	0	3.5530364372469636	7.689303661860877	POLA1;STING1
Glucose Metabolic Process (GO:0006006)	2/59	0.11484751815523618	0.34494730281177516	0	0	3.5530364372469636	7.689303661860877	SLC25A13;PCK2
Positive Regulation Of Proteolysis (GO:0045862)	2/59	0.11484751815523618	0.34494730281177516	0	0	3.5530364372469636	7.689303661860877	RHBDD1;CTSC
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	3/122	0.11948115478702925	0.34494730281177516	0	0	2.557913887204366	5.434535200472572	IL33;PASK;TLR4
Negative Regulation Of Neuroinflammatory Response (GO:0150079)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	LDLR
Regulation Of Leukocyte Migration (GO:0002685)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	ANXA1
Negative Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034122)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	LGR4
Negative Regulation Of Viral Transcription (GO:0032897)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	IFITM3
Regulation Of Nitrogen Compound Metabolic Process (GO:0051171)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	LDLR
Branching Involved In Blood Vessel Morphogenesis (GO:0001569)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	NRARP
Nucleotide-Sugar Metabolic Process (GO:0009225)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	GFPT2
Cellular Response To Interleukin-4 (GO:0071353)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	TCF7
Response To UV-A (GO:0070141)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	MME
Response To Chemokine (GO:1990868)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	SLC12A2
Cotranslational Protein Targeting To Membrane (GO:0006613)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	SRP9
Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	SIX1
Cytoplasmic Sequestering Of Protein (GO:0051220)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	FLNA
Positive Regulation Of Chromosome Separation (GO:1905820)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	NCAPD3
Signal Peptide Processing (GO:0006465)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	SEC11C
Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	UTP20
Positive Regulation Of Heterochromatin Formation (GO:0031453)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	CDK2
Eye Photoreceptor Cell Development (GO:0042462)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	CEP290
Thymus Development (GO:0048538)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	SIX1
Glutamine Metabolic Process (GO:0006541)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	GLUL
Intracellular Potassium Ion Homeostasis (GO:0030007)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	SLC12A2
Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	RHBDD1
Mitochondrial DNA Metabolic Process (GO:0032042)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	PRIMPOL
Negative Regulation Of Bone Mineralization (GO:0030502)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	RFLNB
Negative Regulation Of Cell Activation (GO:0050866)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	LDLR
Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	1/13	0.12078273510916757	0.34494730281177516	0	0	8.41454081632653	17.786335993718996	STARD13
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	2/62	0.12458567069396363	0.3482969520690841	0	0	3.374871794871795	7.029053655003085	ING5;TLR4
G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	2/63	0.1278748884006552	0.3482969520690841	0	0	3.3193778898696933	6.826974223350962	USP37;CDK2
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	BRCA1
Regulation Of Establishment Of Protein Localization (GO:0070201)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	CEP290
Regulation Of Exit From Mitosis (GO:0007096)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	KNTC1
Regulation Of Extracellular Matrix Disassembly (GO:0010715)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	DDR2
L-glutamate Transmembrane Transport (GO:0015813)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SLC25A13
Regulation Of Hemopoiesis (GO:1903706)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	ING5
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	BARD1
Regulation Of Histone H3-K4 Methylation (GO:0051569)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	BRCA1
Regulation Of Microglial Cell Activation (GO:1903978)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	LDLR
Regulation Of Neuron Projection Arborization (GO:0150011)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	FZD4
Nuclear Pore Organization (GO:0006999)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	NUP107
Blood Coagulation, Fibrin Clot Formation (GO:0072378)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	FLNA
Cellular Response To Exogenous dsRNA (GO:0071360)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	STING1
Photoreceptor Cell Development (GO:0042461)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	CEP290
Respiratory Electron Transport Chain (GO:0022904)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SLC25A13
Dolichol Metabolic Process (GO:0019348)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	ALG8
Embryonic Cranial Skeleton Morphogenesis (GO:0048701)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SIX1
Glucosamine-Containing Compound Metabolic Process (GO:1901071)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	RENBP
Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	STING1
Protein Activation Cascade (GO:0072376)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	FLNA
Protein Homotrimerization (GO:0070207)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SLC1A5
Protein Trimerization (GO:0070206)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SLC1A5
Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	RAD9A
Monosaccharide Transmembrane Transport (GO:0015749)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SLC2A10
Myotube Cell Development (GO:0014904)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SIX1
Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	SIX1
Negative Regulation Of Chondrocyte Differentiation (GO:0032331)	1/14	0.12944864464882133	0.3482969520690841	0	0	7.766875981161696	15.879153037390667	RFLNB
Regulation Of Response To External Stimulus (GO:0032101)	3/127	0.13036671620810575	0.35006839332375805	0	0	2.454148653142667	5.000092051505091	ANXA1;ADGRA2;CXCR4
Positive Regulation Of Type I Interferon Production (GO:0032481)	2/64	0.13118446799319314	0.35156394205730485	0	0	3.265674110835401	6.633076562118111	STING1;TLR4
Canonical Wnt Signaling Pathway (GO:0060070)	2/65	0.13451369485280448	0.3530623515162338	0	0	3.213675213675214	6.446919346247004	FZD4;TCF7
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	2/65	0.13451369485280448	0.3530623515162338	0	0	3.213675213675214	6.446919346247004	RFC3;DSCC1
Regulation Of DNA Repair (GO:0006282)	3/129	0.13481618864617181	0.3530623515162338	0	0	2.4149484536082473	4.839177539393212	BARD1;EYA4;BRCA1
Response To Reactive Oxygen Species (GO:0000302)	2/66	0.13786186630643663	0.3530623515162338	0	0	3.163301282051282	6.268091182495181	ERCC6L2;CAMKK2
DNA Alkylation (GO:0006305)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	HELLS
Negative Regulation Of Macrophage Activation (GO:0043031)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	LDLR
L-glutamate Import (GO:0051938)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	SLC25A13
N-acetylglucosamine Metabolic Process (GO:0006044)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	RENBP
Amyloid-Beta Metabolic Process (GO:0050435)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	MME
Nucleotide-Sugar Biosynthetic Process (GO:0009226)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	GFPT2
Regulation Of rRNA Processing (GO:2000232)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	WDR75
Cellular Response To Corticosteroid Stimulus (GO:0071384)	1/15	0.13802956917585696	0.3530623515162338	0	0	7.211734693877551	14.281306966998091	ANXA1
