Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	3/31	0.034494029449044006	0.23269953408884858	0	0	4.533932444995352	15.265610123552143	ADAM15;CDKN2A;NEXMIF
Negative Regulation Of Developmental Growth (GO:0048640)	3/31	0.034494029449044006	0.23269953408884858	0	0	4.533932444995352	15.265610123552143	DUSP10;ULK2;FGFR3
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	3/31	0.034494029449044006	0.23269953408884858	0	0	4.533932444995352	15.265610123552143	PER1;SFRP1;CRY2
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	3/31	0.034494029449044006	0.23269953408884858	0	0	4.533932444995352	15.265610123552143	CLIP3;BMERB1;TUBB4A
Regulation Of Lamellipodium Organization (GO:1902743)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	CARMIL1;EPHA2
Cellular Modified Amino Acid Catabolic Process (GO:0042219)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	ALDH4A1;CBS
Relaxation Of Muscle (GO:0090075)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	ATP1A2;ATP1B1
Membrane Depolarization During Action Potential (GO:0086010)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	CACNA1C;SCN3B
Monoacylglycerol Metabolic Process (GO:0046462)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	DGAT2;MGLL
Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	HDAC5;KLF4
Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	DDR1;EGFR
Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318)	2/13	0.035377466084632055	0.23282051074656937	0	0	7.683982683982684	25.677412890630183	NFKBIZ;PRKCQ
Regulation Of Macromolecule Metabolic Process (GO:0060255)	8/162	0.03555044221880093	0.23284138570176072	0	0	2.208020050125313	7.367727228397879	KDM6B;STX1B;NFKBIZ;ATP1B1;TOB1;SLC8A2;ZFP36L1;TBC1D16
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	6/105	0.03559703340886584	0.23284138570176072	0	0	2.572052401746725	8.57906271943636	BRSK2;BNIP3;PDK2;PDK1;EPHA2;BBC3
Regulation Of Exocytosis (GO:0017157)	4/54	0.036394981947879504	0.2351351255667181	0	0	3.3888695652173912	11.22842412537884	RAB26;LGI3;CADPS;S100A10
Regulation Of Myoblast Differentiation (GO:0045661)	4/54	0.036394981947879504	0.2351351255667181	0	0	3.3888695652173912	11.22842412537884	DPF3;SMARCA2;SOX4;ZFP36L1
Negative Regulation Of Neuron Projection Development (GO:0010977)	4/54	0.036394981947879504	0.2351351255667181	0	0	3.3888695652173912	11.22842412537884	STX1B;KANK1;RUFY3;CRMP1
Peptidyl-Tyrosine Modification (GO:0018212)	4/54	0.036394981947879504	0.2351351255667181	0	0	3.3888695652173912	11.22842412537884	RELN;FGFR3;EGFR;TTBK1
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	5/79	0.036603283952068105	0.2351351255667181	0	0	2.8649237472766886	9.476071398759558	CCND2;CDKN2A;CCNG2;MAPRE3;EGFR
Regulation Of Neuron Differentiation (GO:0045664)	5/79	0.036603283952068105	0.2351351255667181	0	0	2.8649237472766886	9.476071398759558	RELN;ZFHX2;DTX1;NREP;BMP7
Mesenchymal Cell Migration (GO:0090497)	3/32	0.03742635456362768	0.23899559353390734	0	0	4.377365547161343	14.381309900903732	SEMA6B;SEMA5B;SEMA4G
Positive Regulation Of Synapse Assembly (GO:0051965)	3/32	0.03742635456362768	0.23899559353390734	0	0	4.377365547161343	14.381309900903732	SLITRK2;SLITRK5;EPHB1
Calcium Ion Transmembrane Transport (GO:0070588)	5/80	0.038330026678355264	0.24332217525610775	0	0	2.826579520697168	9.218950453626798	CACNB3;CACNA1C;GAS6;SLC8A2;GRIN1
Regulation Of Protein Localization To Plasma Membrane (GO:1903076)	5/80	0.038330026678355264	0.24332217525610775	0	0	2.826579520697168	9.218950453626798	CLIP3;MMP14;STAC2;EGFR;EPHA2
Regulation Of Protein Polymerization (GO:0032271)	3/33	0.04048195690521837	0.2485295772718948	0	0	4.231236442516269	13.569147546675437	DAAM2;MAPRE3;TTBK1
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)	3/33	0.04048195690521837	0.2485295772718948	0	0	4.231236442516269	13.569147546675437	HDAC5;VASH1;KLF4
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	3/33	0.04048195690521837	0.2485295772718948	0	0	4.231236442516269	13.569147546675437	RELN;WNK2;ATP1B1
L-glutamate Transmembrane Transport (GO:0015813)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	SLC1A2;SLC1A3
Regulation Of Microglial Cell Activation (GO:1903978)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	SYT11;TTBK1
Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	SFRP1;DAAM2
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	BTG2;TOB1
Bone Morphogenesis (GO:0060349)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	BMPR1B;FGFR3
Regulation Of Sensory Perception Of Pain (GO:0051930)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	ZFHX2;MGLL
Serine Family Amino Acid Metabolic Process (GO:0009069)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	SRR;CBS
Mammary Gland Epithelium Development (GO:0061180)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	WNT7B;EPHA2
Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	TOB1;ZFP36L1
Regulation Of Bone Remodeling (GO:0046850)	2/14	0.040651678066778336	0.2485295772718948	0	0	7.043290043290043	22.55765181894484	SFRP1;S1PR1
Regulation Of Phosphorylation (GO:0042325)	5/82	0.04193071276958977	0.2556229288389722	0	0	2.7528789293495177	8.731407182925189	CADM4;CDKN2A;CCDC88C;BMP7;EGFR
Striated Muscle Contraction (GO:0006941)	4/57	0.04309668860114901	0.2619889092363635	0	0	3.196554552912223	10.050955618671505	STAC2;ATP1A2;ATP1B1;SCN3B
Negative Regulation Of Mitotic Cell Cycle (GO:0045930)	3/34	0.043659595862322244	0.2646632402696267	0	0	4.094535022041844	12.821349294581305	BTG2;BMP7;ZFP36L1
Brain Development (GO:0007420)	8/169	0.04382484828883984	0.26491874583590824	0	0	2.111256401874251	6.603069059049253	NDRG4;EGR2;EMX2;ZFHX2;RELN;CADM2;MDGA1;GRIN1
Muscle Organ Development (GO:0007517)	4/58	0.04547455526209748	0.27092054672620663	0	0	3.13719806763285	9.695831671485424	EVC;EGR3;ITGA7;CACNA1H
Peptidyl-Threonine Phosphorylation (GO:0018107)	4/58	0.04547455526209748	0.27092054672620663	0	0	3.13719806763285	9.695831671485424	SBK1;DYRK1B;PRKCA;TTBK1
Positive Regulation Of Mitochondrion Organization (GO:0010822)	4/58	0.04547455526209748	0.27092054672620663	0	0	3.13719806763285	9.695831671485424	PINK1;BNIP3;BMF;BBC3
Regulation Of Bone Mineralization (GO:0030500)	4/58	0.04547455526209748	0.27092054672620663	0	0	3.13719806763285	9.695831671485424	ADGRV1;S1PR1;BMPR1B;BMP7
L-glutamate Import (GO:0051938)	2/15	0.04620030200523923	0.27092054672620663	0	0	6.501165501165501	19.989581782826036	SLC1A2;SLC1A3
Sympathetic Nervous System Development (GO:0048485)	2/15	0.04620030200523923	0.27092054672620663	0	0	6.501165501165501	19.989581782826036	NELL2;SOX4
Positive Regulation Of Cell Activation (GO:0050867)	2/15	0.04620030200523923	0.27092054672620663	0	0	6.501165501165501	19.989581782826036	RPS6KA1;TTBK1
Positive Regulation Of Transmembrane Transport (GO:0034764)	2/15	0.04620030200523923	0.27092054672620663	0	0	6.501165501165501	19.989581782826036	CLIP3;AZIN2
Regulation Of Rac Protein Signal Transduction (GO:0035020)	2/15	0.04620030200523923	0.27092054672620663	0	0	6.501165501165501	19.989581782826036	ARHGAP44;CADM4
Regulation Of Carbohydrate Metabolic Process (GO:0006109)	2/15	0.04620030200523923	0.27092054672620663	0	0	6.501165501165501	19.989581782826036	PDK2;PDK1
Heart Development (GO:0007507)	8/171	0.04640359060169748	0.27092054672620663	0	0	2.085136153266602	6.402157087549778	KDM6B;PDLIM1;NDRG4;FLRT2;CACNA1C;BMP7;PDLIM4;SOX4
Positive Regulation Of Signal Transduction (GO:0009967)	11/266	0.04688255852385553	0.27092054672620663	0	0	1.8360472665887546	5.6185057915978405	ENHO;STX1B;MN1;KANK1;SFRP1;RELN;EVC;FAS;PRKCA;GAS6;GRIN1
Action Potential (GO:0001508)	3/35	0.046957882866577635	0.27092054672620663	0	0	3.9663774403470717	12.131182013441071	KCND2;KCNB1;SCN3B
Adherens Junction Organization (GO:0034332)	3/35	0.046957882866577635	0.27092054672620663	0	0	3.9663774403470717	12.131182013441071	PCDHGB4;CDH11;CDH13
Regulation Of Postsynaptic Membrane Potential (GO:0060078)	3/35	0.046957882866577635	0.27092054672620663	0	0	3.9663774403470717	12.131182013441071	INSYN1;MAPK8IP2;GRIN1
Dendrite Morphogenesis (GO:0048813)	3/35	0.046957882866577635	0.27092054672620663	0	0	3.9663774403470717	12.131182013441071	KLF7;MAPK8IP2;EPHB1
Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	3/35	0.046957882866577635	0.27092054672620663	0	0	3.9663774403470717	12.131182013441071	CARMIL1;RAC3;S100A10
Regulation Of Kinase Activity (GO:0043549)	5/85	0.0477023490883657	0.2722956372365066	0	0	2.6492374727668846	8.061032584663419	DDR1;ROR2;FGFR3;EGFR;EPHA2
Regulation Of Osteoblast Differentiation (GO:0045667)	5/85	0.0477023490883657	0.2722956372365066	0	0	2.6492374727668846	8.061032584663419	WNT7B;SMOC1;NPNT;BMPR1B;BMP7
Negative Regulation Of Cell Cycle (GO:0045786)	5/85	0.0477023490883657	0.2722956372365066	0	0	2.6492374727668846	8.061032584663419	BTG2;DUSP1;CDKN2A;BMP7;RHOB
Positive Regulation Of Protein Localization (GO:1903829)	5/85	0.0477023490883657	0.2722956372365066	0	0	2.6492374727668846	8.061032584663419	SYT11;LIMK2;SLC5A3;CORO2B;TMEM35A
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	6/114	0.049778146878983444	0.2833930478401385	0	0	2.356622998544396	7.070291323569329	DRAXIN;PTPRU;SFRP1;SFRP2;CCDC88C;DACT3
Positive Regulation Of DNA-templated Transcription (GO:0045893)	38/1243	0.05022902557395504	0.2845344579898092	0	0	1.3569789414216975	4.058944143855943	HDAC5;KMT2C;PTPRN;EGFR;LBH;NFIL3;RPS6KA1;SPP1;PIM2;APBB1;IER2;SOX4;S100A10;KDM6B;JUN;AFAP1L2;EGR2;JUND;ESRRB;MRTFB;DYRK1B;FOS;KLF4;SMARCA2;BMP7;FOSL2;RGMA;GRIN1;KLF7;PER1;KLF6;SFRP1;SFRP2;CDH13;MAPRE3;BMPR1B;LPIN1;CREB5
Negative Regulation Of Organelle Assembly (GO:1902116)	3/36	0.05037529205116975	0.2845344579898092	0	0	3.8459869848156183	11.492787765054965	PINK1;LIMK2;EVI5L
Neural Crest Cell Migration (GO:0001755)	3/36	0.05037529205116975	0.2845344579898092	0	0	3.8459869848156183	11.492787765054965	SEMA6B;SEMA5B;SEMA4G
Negative Regulation Of Gene Expression (GO:0010629)	13/336	0.050805579251381364	0.2862136297093526	0	0	1.7145867799798178	5.109038419052241	BTG2;DAPK1;KLF4;TOB1;TTBK1;PTBP2;SFRP1;PINK1;SFRP2;SYT11;ENC1;ITGB8;SH3GL2
Regulation Of Insulin Secretion (GO:0050796)	5/87	0.05179853815242864	0.2877142455849858	0	0	2.58435623571922	7.650711017124153	SFRP1;BRSK2;KCNB1;SOX4;ADCY5
Glucose Homeostasis (GO:0042593)	5/87	0.05179853815242864	0.2877142455849858	0	0	2.58435623571922	7.650711017124153	KLF7;KCNB1;CRY2;PDK2;SOX4
Regulation Of Osteoblast Proliferation (GO:0033688)	2/16	0.05200782599096631	0.2877142455849858	0	0	6.036487322201608	17.846036130365032	MN1;SFRP1
Regulation Of Protein Kinase A Signaling (GO:0010738)	2/16	0.05200782599096631	0.2877142455849858	0	0	6.036487322201608	17.846036130365032	AKAP7;AKAP6
Mesonephric Tubule Development (GO:0072164)	2/16	0.05200782599096631	0.2877142455849858	0	0	6.036487322201608	17.846036130365032	NPNT;BMP7
Positive Regulation Of Muscle Hypertrophy (GO:0014742)	2/16	0.05200782599096631	0.2877142455849858	0	0	6.036487322201608	17.846036130365032	PRKCA;PDE9A
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)	2/16	0.05200782599096631	0.2877142455849858	0	0	6.036487322201608	17.846036130365032	ATP1A2;CACNA1C
BMP Signaling Pathway (GO:0030509)	4/61	0.05303860994955513	0.29266432977292983	0	0	2.97162471395881	8.726874723452486	PDCD4;BMPR1B;BMP7;RGMA
Calcium Ion Import Across Plasma Membrane (GO:0098703)	3/37	0.0539101704875016	0.2945145421307574	0	0	3.732678320786015	10.901048618780068	CACNA1C;CACNA1H;SLC8A2
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	3/37	0.0539101704875016	0.2945145421307574	0	0	3.732678320786015	10.901048618780068	WNK2;SCN3B;FGF11
Positive Regulation Of Exocytosis (GO:0045921)	3/37	0.0539101704875016	0.2945145421307574	0	0	3.732678320786015	10.901048618780068	SMPD3;CADPS;S100A10
Regulation Of Endothelial Cell Migration (GO:0010594)	5/88	0.05392134275070558	0.2945145421307574	0	0	2.5530881696721526	7.455601882961646	NELL2;ANXA3;PRKCA;RHOB;EPHA2
Cell Junction Organization (GO:0034330)	4/62	0.05570271550773008	0.30106898710871843	0	0	2.92023988005997	8.432853740072007	WNT7B;ELFN1;PPFIA3;SLC8A2
Regulation Of Vesicle-Mediated Transport (GO:0060627)	5/89	0.05609396961052455	0.30106898710871843	0	0	2.522564581388111	7.26681981258901	RAB26;LGI3;CDH13;STON2;ATP9A
Regulation Of Neurotransmitter Secretion (GO:0046928)	3/38	0.0575607478882896	0.30106898710871843	0	0	3.6258444375581034	10.351475510913582	STX1B;SYT11;SYN1
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)	3/38	0.0575607478882896	0.30106898710871843	0	0	3.6258444375581034	10.351475510913582	PCDHGB4;CDH11;CDH13
Import Into Cell (GO:0098657)	3/38	0.0575607478882896	0.30106898710871843	0	0	3.6258444375581034	10.351475510913582	SLC6A6;SLC1A3;SLC5A3
Positive Regulation Of Bone Mineralization (GO:0030501)	3/38	0.0575607478882896	0.30106898710871843	0	0	3.6258444375581034	10.351475510913582	ADGRV1;BMPR1B;BMP7
Positive Regulation Of Myoblast Differentiation (GO:0045663)	3/38	0.0575607478882896	0.30106898710871843	0	0	3.6258444375581034	10.351475510913582	DPF3;SMARCA2;SOX4
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)	3/38	0.0575607478882896	0.30106898710871843	0	0	3.6258444375581034	10.351475510913582	DOCK3;RELN;GAS6
Regulation Of Establishment Of Cell Polarity (GO:2000114)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	KANK1;RUFY3
Rac Protein Signal Transduction (GO:0016601)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	CDH13;RAC3
cGMP-mediated Signaling (GO:0019934)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	GUCY1A2;PDE9A
Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	EGR3;PIK3R3
Cellular Response To Glucocorticoid Stimulus (GO:0071385)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	KLF9;ZFP36L1
Sulfur Amino Acid Metabolic Process (GO:0000096)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	TST;CBS
Filopodium Assembly (GO:0046847)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	SPATA13;SRGAP3
Transepithelial Transport (GO:0070633)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	SLC1A2;SLC1A3
Triglyceride Biosynthetic Process (GO:0019432)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	DGAT2;LPIN1
Negative Regulation Of Interleukin-8 Production (GO:0032717)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	SSC5D;KLF4
Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	SFRP2;RAC3
Positive Regulation Of Glial Cell Differentiation (GO:0045687)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	EGR2;PTPRZ1
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)	2/17	0.05805930745823334	0.30106898710871843	0	0	5.6337662337662335	16.035333893456457	AKAP6;ATP1B1
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	5/90	0.058316396326200705	0.301577739841546	0	0	2.4927591951813404	7.084102521089485	SFRP1;SFRP2;RELN;CADM4;EGFR
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	4/63	0.058437694012046786	0.301577739841546	0	0	2.870596904937362	8.151904303236837	CCND2;ADAMTS1;UBE2E2;EGFR
Positive Regulation Of Angiogenesis (GO:0045766)	6/119	0.05896335540259102	0.3034255602844251	0	0	2.251767979286625	6.374392891473993	SFRP2;ANXA3;ITGB8;PRKCA;KLF4;RHOB
Skeletal System Development (GO:0001501)	7/149	0.05907774617061994	0.3034255602844251	0	0	2.0919961783832095	5.91805001997468	MMP14;EVC;CDH11;ITGB8;BMP7;FGFR3;DLL3
Regulation Of Epithelial Cell Proliferation (GO:0050678)	5/91	0.06058857361063836	0.3083451262430116	0	0	2.4636469574910067	6.907201225164181	SFRP1;DUSP10;SFRP2;EGFR;ZFP36L1
Lymphocyte Differentiation (GO:0030098)	5/91	0.06058857361063836	0.3083451262430116	0	0	2.4636469574910067	6.907201225164181	HDAC5;KLF6;NFIL3;PIK3R3;SOX4
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	5/91	0.06058857361063836	0.3083451262430116	0	0	2.4636469574910067	6.907201225164181	ARHGAP44;CARMIL1;DAAM2;RAC3;CORO2B
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)	3/39	0.061325145925654724	0.3083451262430116	0	0	3.524945770065076	9.840116328857968	DPP6;KCNIP1;GRIN1
Regulation Of Protein Targeting To Mitochondrion (GO:1903214)	3/39	0.061325145925654724	0.3083451262430116	0	0	3.524945770065076	9.840116328857968	NPEPPS;PINK1;RHOU
Vesicle Cytoskeletal Trafficking (GO:0099518)	3/39	0.061325145925654724	0.3083451262430116	0	0	3.524945770065076	9.840116328857968	MYO6;BICDL1;KIF1A
Negative Regulation Of Protein Secretion (GO:0050709)	3/39	0.061325145925654724	0.3083451262430116	0	0	3.524945770065076	9.840116328857968	SFRP1;KCNB1;RAB11FIP5
Negative Regulation Of Transport (GO:0051051)	3/39	0.061325145925654724	0.3083451262430116	0	0	3.524945770065076	9.840116328857968	SYT11;CRYAB;CTTNBP2NL
Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	3/39	0.061325145925654724	0.3083451262430116	0	0	3.524945770065076	9.840116328857968	MMP14;GAS6;SMARCA2
Regulation Of Epidermal Cell Differentiation (GO:0045604)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	KLF7;ZFP36L1
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	KANK1;RUFY3
Regulation Of Exosomal Secretion (GO:1903541)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	SMPD3;ATP9A
Regulation Of Oligodendrocyte Differentiation (GO:0048713)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	PTPRZ1;DAAM2
Cardiac Muscle Cell Contraction (GO:0086003)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	CACNA1C;SCN3B
Regulation Of Synaptic Vesicle Exocytosis (GO:2000300)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	SLC4A8;SYN1
Response To Ethanol (GO:0045471)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	GRIN3A;GRIN1
Establishment Of Vesicle Localization (GO:0051650)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	SYT11;LIMK2
Excitatory Postsynaptic Potential (GO:0060079)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	MAPK8IP2;GRIN1
Ureteric Bud Development (GO:0001657)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	NPNT;BMP7
Heart Trabecula Morphogenesis (GO:0061384)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	S1PR1;BMP7
Intracellular Lipid Transport (GO:0032365)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	GRAMD1B;CPT1A
Membrane Repolarization (GO:0086009)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	ATP1A2;ATP1B1
Negative Regulation Of ERBB Signaling Pathway (GO:1901185)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	DUSP3;EGFR
Negative Regulation Of Peptide Hormone Secretion (GO:0090278)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	SFRP1;KCNB1
Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	SFRP1;S100A10
Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	TICAM1;GAS6
Positive Regulation Of Nervous System Process (GO:0031646)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	UNC13B;EGR2
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)	2/18	0.0643403551865875	0.30975490908621095	0	0	5.2813852813852815	14.489840903907792	PTPRU;NEXMIF
Notch Signaling Pathway (GO:0007219)	3/40	0.06520138704780756	0.31012481773464595	0	0	3.4295010845986984	9.363479484303905	NOTCH3;DTX1;DLL3
Regulation Of Microtubule Polymerization (GO:0031113)	3/40	0.06520138704780756	0.31012481773464595	0	0	3.4295010845986984	9.363479484303905	CLIP3;MAPRE3;TUBB4A
Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	3/40	0.06520138704780756	0.31012481773464595	0	0	3.4295010845986984	9.363479484303905	GUCY1A2;AKAP6;PDE9A
Endothelial Cell Migration (GO:0043542)	3/40	0.06520138704780756	0.31012481773464595	0	0	3.4295010845986984	9.363479484303905	EGR3;PXN;CDH13
Regulation Of Endothelial Cell Proliferation (GO:0001936)	5/93	0.06528185057332463	0.31012481773464595	0	0	2.4074074074074074	6.56991404931516	NELL2;EGR3;CDH13;PRKCA;VASH1
Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	5/93	0.06528185057332463	0.31012481773464595	0	0	2.4074074074074074	6.56991404931516	SMPD3;PRKCA;BMF;SYNPO;BMP7
Phosphate-Containing Compound Metabolic Process (GO:0006796)	8/184	0.06557514466958515	0.31083196327961954	0	0	1.9298245614035088	5.257920003101768	DUSP10;DUSP3;LIMK2;SLC29A4;LCAT;DUSP8;DUSP16;PFKP
Supramolecular Fiber Organization (GO:0097435)	12/316	0.06587632494409573	0.31157329951581103	0	0	1.67955286446204	4.568343749653565	TMOD1;CLIP3;CARMIL1;RUFY3;COL11A1;COL12A1;MYO6;CCDC88C;RAC3;MAP4;KLHL24;INA
Regulation Of Cellular Component Organization (GO:0051128)	7/153	0.06613837128885267	0.31212669959125205	0	0	2.0342615629027905	5.525067011036833	PINK1;SLITRK2;CTTNBP2;CDH13;PRKCQ;STON2;SGK1
Regulation Of Cell Motility (GO:2000145)	6/123	0.066992974663622	0.3151119669683021	0	0	2.1743365804501176	5.8775960236813285	CADM4;SPATA13;MGAT3;SGK1;TMSB10;RHOB
Regulation Of Endocytosis (GO:0030100)	4/66	0.06706379222652527	0.3151119669683021	0	0	2.7312762973352034	7.380211699178578	CLIP3;SYT11;CDH13;STON2
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	16/456	0.06724172834548485	0.3152596936807917	0	0	1.55	4.1841649633001925	HDAC5;JUN;CDKN2A;KLF4;SMARCA2;BMP7;PER1;SFRP1;LBH;SFRP2;NFIL3;BASP1;CRY2;PDCD4;GAS6;CRYAB
Muscle Contraction (GO:0006936)	5/94	0.06770272063649521	0.31673098871682104	0	0	2.3802354899512865	6.4090909005082635	TMOD1;GNAO1;APBB1;CRYAB;CACNA1H
Acylglycerol Metabolic Process (GO:0006639)	3/41	0.0691874029517854	0.3208864033453495	0	0	3.3390798036305513	8.918470027759122	DGAT2;DGKI;MGLL
Heart Contraction (GO:0060047)	3/41	0.0691874029517854	0.3208864033453495	0	0	3.3390798036305513	8.918470027759122	ATP1A2;SCN3B;ATP1B1
Non-Canonical Wnt Signaling Pathway (GO:0035567)	3/41	0.0691874029517854	0.3208864033453495	0	0	3.3390798036305513	8.918470027759122	SFRP1;SFRP2;CCDC88C
Positive Regulation Of Ossification (GO:0045778)	3/41	0.0691874029517854	0.3208864033453495	0	0	3.3390798036305513	8.918470027759122	ADGRV1;BMPR1B;BMP7
Eye Morphogenesis (GO:0048592)	2/19	0.07083711187693967	0.3250351060963202	0	0	4.970460911637383	13.158660220392877	TENM3;MFAP2
Glycogen Metabolic Process (GO:0005977)	2/19	0.07083711187693967	0.3250351060963202	0	0	4.970460911637383	13.158660220392877	GYS1;PPP1R3C
Neuron Apoptotic Process (GO:0051402)	2/19	0.07083711187693967	0.3250351060963202	0	0	4.970460911637383	13.158660220392877	BNIP3;FAS
Positive Regulation Of Mitochondrial Fission (GO:0090141)	2/19	0.07083711187693967	0.3250351060963202	0	0	4.970460911637383	13.158660220392877	PINK1;BNIP3
Protein Insertion Into Membrane (GO:0051205)	2/19	0.07083711187693967	0.3250351060963202	0	0	4.970460911637383	13.158660220392877	TRAM1L1;EGFR
