Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fat digestion and absorption	2/40	0.23815379890028826	0.3791019655963772	0	0	2.2163237467318404	3.1800668622403117	ABCA1;DGAT2
Glycine, serine and threonine metabolism	2/40	0.23815379890028826	0.3791019655963772	0	0	2.2163237467318404	3.1800668622403117	SRR;CBS
Bacterial invasion of epithelial cells	3/74	0.24715635356578813	0.39077423469185424	0	0	1.7801353576001464	2.488155949312379	SHC4;PXN;PIK3R3
Cellular senescence	6/185	0.2615962978744329	0.4108290852524651	0	0	1.4135173622521635	1.895460080811673	CCND2;CDKN2A;ITPR2;PIK3R3;ZFP36L1;GADD45G
Gastric cancer	5/150	0.27065820196015716	0.42194212230877814	0	0	1.4535232383808097	1.899607342169921	SHC4;WNT7B;PIK3R3;EGFR;GADD45G
Salmonella infection	3/78	0.272278890891562	0.42194212230877814	0	0	1.6848484848484848	2.191867250075883	JUN;FOS;FLNC
Leukocyte transendothelial migration	4/115	0.27904389199289503	0.4295807284627463	0	0	1.5183600085986204	1.9380137472786294	PXN;PIK3R3;PRKCA;GNAI1
Oocyte meiosis	4/116	0.2842319824615906	0.43470773788243267	0	0	1.5047257514719554	1.8928916296501381	CAMK2B;RPS6KA1;ITPR2;ADCY5
Neuroactive ligand-receptor interaction	10/348	0.292329545242119	0.444189049263999	0	0	1.2482606151245204	1.535202693433055	GRIA2;ADCYAP1R1;GABBR1;HRH1;GRIN3A;GRIK3;S1PR1;GRIK4;GRIK2;GRIN1
RNA degradation	3/83	0.30402486682000757	0.4580911414291592	0	0	1.5791396103896105	1.8801959165699025	BTG2;TOB1;PFKP
Sphingolipid metabolism	2/48	0.3073517487366581	0.4580911414291592	0	0	1.8301248943562776	2.159112585104813	SMPD3;CERS6
Type II diabetes mellitus	2/48	0.3073517487366581	0.4580911414291592	0	0	1.8301248943562776	2.159112585104813	PIK3R3;CACNA1C
Hippo signaling pathway	5/159	0.31119431827816774	0.46088272453855217	0	0	1.3679418407679278	1.596850142743106	CCND2;WNT7B;BMPR1B;BMP7;BBC3
Primary bile acid biosynthesis	1/16	0.31376480925947936	0.46176707777810166	0	0	2.8045977011494254	3.25084169738876	CYP46A1
Cholesterol metabolism	2/49	0.31595134581704387	0.46207884325742665	0	0	1.7910941592757685	2.0636396669284998	ABCA1;LCAT
Fatty acid degradation	2/50	0.32452637384521443	0.47167187254521853	0	0	1.7536897048236142	1.9735821751844311	CPT1A;CPT1C
Fc gamma R-mediated phagocytosis	3/87	0.32953999574543763	0.4733583507290253	0	0	1.5036332714904144	1.6691194643416507	LIMK2;PIK3R3;PRKCA
Selenocompound metabolism	1/17	0.3297325263625262	0.4733583507290253	0	0	2.629175646551724	2.9170006524012755	KYAT1
Taste transduction	3/88	0.3359197451129633	0.47930012412459394	0	0	1.4858670741023683	1.620907133447795	GABBR1;PDE1B;CACNA1C
Influenza A	5/168	0.3524790848252948	0.4974724432835269	0	0	1.291811149639904	1.3470541517208146	JUN;PIK3R3;FAS;PRKCA;TICAM1
IL-17 signaling pathway	3/91	0.3550337522579017	0.4974724432835269	0	0	1.4349911452184179	1.4859941992423702	JUN;JUND;FOS
TGF-beta signaling pathway	3/91	0.3550337522579017	0.4974724432835269	0	0	1.4349911452184179	1.4859941992423702	BMPR1B;BMP7;RGMA
Small cell lung cancer	3/92	0.3613912410237113	0.5033663714258836	0	0	1.4187946884576097	1.4440409160230894	COL4A5;PIK3R3;GADD45G
Kaposi sarcoma-associated herpesvirus infection	6/216	0.3879330643087024	0.5346710552580639	0	0	1.2029256146903207	1.1390772929770645	JUN;PIK3R3;FAS;ITPR2;FOS;TICAM1
Purine metabolism	4/136	0.3895344269061152	0.5346710552580639	0	0	1.2754223361598633	1.202472043242058	GUCY1A2;PDE1B;PDE9A;ADCY5
Glycerophospholipid metabolism	3/97	0.3930060748050726	0.5346710552580639	0	0	1.342981486598508	1.2542509814197194	LCAT;LPIN1;DGKI
Prostate cancer	3/97	0.3930060748050726	0.5346710552580639	0	0	1.342981486598508	1.2542509814197194	PIK3R3;EGFR;CREB5
Other types of O-glycan biosynthesis	1/22	0.40417848489778757	0.5450617557561346	0	0	2.0026683087027917	1.8142146259602852	ST6GAL2
Insulin signaling pathway	4/139	0.4053023312032796	0.5450617557561346	0	0	1.2468868000321363	1.1260908925980555	SHC4;GYS1;PPP1R3C;PIK3R3
Th17 cell differentiation	3/102	0.42420603152940123	0.5672240650164565	0	0	1.274826183917093	1.093209369850112	JUN;PRKCQ;FOS
Parkinson disease	4/144	0.4313969563305983	0.5716401977310255	0	0	1.2020452432599937	1.0105914108714031	PINK1;COX6B2;GNAI1;ADCY5
Basal cell carcinoma	2/63	0.4323945085401346	0.5716401977310255	0	0	1.3790319725241653	1.1562037020977356	WNT7B;GADD45G
Amoebiasis	3/106	0.4487630003735179	0.5899468656595686	0	0	1.2250661959399824	0.981596992707625	COL4A5;PIK3R3;PRKCA
Leishmaniasis	2/67	0.463762382996928	0.606259204588163	0	0	1.2939026416348232	0.994212746307476	JUN;FOS
Non-alcoholic fatty liver disease (NAFLD)	4/151	0.4673794522710134	0.6075932879523175	0	0	1.144391813124382	0.8704402281095545	JUN;PIK3R3;FAS;COX6B2
Renal cell carcinoma	2/68	0.47144435298155263	0.6094915944623388	0	0	1.2742326068459977	0.9581645670210504	JUN;PIK3R3
Acute myeloid leukemia	2/69	0.4790598715118643	0.6159341205152541	0	0	1.2551497372747493	0.9237019654208585	PIK3R3;PIM2
Adherens junction	2/72	0.5014974722391471	0.6412590628631717	0	0	1.201172477630361	0.8289972476982805	RAC3;EGFR
Hepatitis C	4/160	0.5123624741161537	0.6515914072998911	0	0	1.0778686245063684	0.7207954832398626	PIK3R3;FAS;TICAM1;EGFR
Glyoxylate and dicarboxylate metabolism	1/31	0.5180011010304022	0.6550669236257548	0	0	1.4012212643678161	0.9216923963818994	ACSS1
Cytokine-cytokine receptor interaction	7/292	0.5206942213435487	0.6550669236257548	0	0	1.0323297326285146	0.673690451851812	CNTFR;TNFRSF12A;FAS;ACKR3;BMPR1B;CXCL14;BMP7
Citrate cycle (TCA cycle)	1/32	0.5292249447309004	0.6584114360734903	0	0	1.3559510567296997	0.8628482157055758	PCX
Galactose metabolism	1/32	0.5292249447309004	0.6584114360734903	0	0	1.3559510567296997	0.8628482157055758	PFKP
JAK-STAT signaling pathway	4/164	0.5317938522132036	0.6584114360734903	0	0	1.050704989154013	0.6635195288050334	CNTFR;CCND2;PIK3R3;EGFR
SNARE interactions in vesicular transport	1/33	0.5401879777831726	0.6652841410592758	0	0	1.3135102370689655	0.8089096395235035	STX1B
Cell cycle	3/123	0.5476471115259726	0.6709393931784167	0	0	1.0505952380952381	0.6325887715956012	CCND2;CDKN2A;GADD45G
Pentose and glucuronate interconversions	1/34	0.5508962478320168	0.6714048020452705	0	0	1.2736415882967607	0.7593563045271083	DCXR
Cell adhesion molecules (CAMs)	4/170	0.5602041235305347	0.6792112171302856	0	0	1.0124140814886444	0.5866474452269228	NTNG2;ALCAM;SDC3;ITGB8
Thyroid cancer	1/37	0.5815508780040254	0.7014582755306286	0	0	1.1673251915708813	0.6327565770848403	GADD45G
Rheumatoid arthritis	2/84	0.5847763138943092	0.701731576673171	0	0	1.024758994890165	0.5498097156633691	JUN;FOS
PPAR signaling pathway	2/85	0.5912340979208593	0.7058611169055158	0	0	1.0123604569465767	0.5320391897644441	CPT1A;CPT1C
Endocytosis	6/269	0.5978040179458909	0.7100819299458806	0	0	0.9578766867963916	0.4928201873059771	IQSEC2;AGAP2;FGFR3;EGFR;SH3GL2;RAB11FIP5
Phagosome	4/180	0.6053941184957149	0.7154657764040268	0	0	0.9543975547229343	0.478988843041718	TUBB2B;ITGB5;THBS2;TUBB4A
Arachidonic acid metabolism	2/89	0.6163149022867154	0.7199150942506304	0	0	0.9656165437799459	0.46735574310992184	GPX3;GPX7
Epstein-Barr virus infection	5/229	0.6182280780756831	0.7199150942506304	0	0	0.9370632763975155	0.4506316973493837	JUN;CCND2;PIK3R3;FAS;GADD45G
Transcriptional misregulation in cancer	4/183	0.6183886065999005	0.7199150942506304	0	0	0.9382566439244295	0.4509619899872835	CCND2;TSPAN7;NFKBIZ;GADD45G
Vasopressin-regulated water reabsorption	1/43	0.6367374443884831	0.7376067425094309	0	0	1.0002565681444993	0.45151369790926205	CREB5
Glycosphingolipid biosynthesis	1/45	0.6534686890586906	0.7521640916257436	0	0	0.9546923981191222	0.406184057565177	GGTA1
Huntington disease	4/192	0.6557327978275714	0.7521640916257436	0	0	0.8929247242350118	0.3768159242911413	COX6B2;BBC3;CREB5;GRIN1
ABC transporters	1/48	0.6771347026251908	0.769172429195605	0	0	0.8936170212765957	0.34840792234498047	ABCA1
Tryptophan metabolism	1/48	0.6771347026251908	0.769172429195605	0	0	0.8936170212765957	0.34840792234498047	KYAT1
Amino sugar and nucleotide sugar metabolism	1/49	0.684659348281091	0.7702417668162274	0	0	0.8749551005747126	0.3314626234976501	GPI1
Malaria	1/49	0.684659348281091	0.7702417668162274	0	0	0.8749551005747126	0.3314626234976501	THBS2
NF-kappa B signaling pathway	2/102	0.6896376042638124	0.7721301406590053	0	0	0.839524838012959	0.311958220700381	PRKCQ;TICAM1
Toxoplasmosis	2/108	0.7193955996845873	0.8016122396485402	0	0	0.7917600554219814	0.26076131631891913	GNAO1;GNAI1
Valine, leucine and isoleucine degradation	1/56	0.7326528211777221	0.8125154509743457	0	0	0.7633228840125392	0.2374570248199084	ABAT
Ovarian steroidogenesis	1/57	0.7388860624039787	0.8134975740692142	0	0	0.7496536330049262	0.22685384634271932	ADCY5
Legionellosis	1/58	0.7449742788194459	0.8134975740692142	0	0	0.7364640048396854	0.21681911711390026	BNIP3
Tight junction	3/167	0.7488568347087077	0.8134975740692142	0	0	0.76698606271777	0.2218180877143951	JUN;SYNPO;ACTR3B
Inflammatory bowel disease (IBD)	1/59	0.7509208376023516	0.8134975740692142	0	0	0.7237291914387634	0.20731587599660395	JUN
Lysine degradation	1/59	0.7509208376023516	0.8134975740692142	0	0	0.7237291914387634	0.20731587599660395	KMT2C
Allograft rejection	1/63	0.7733551448049648	0.8331953888195448	0	0	0.6768979421579533	0.17397420996418062	FAS
Graft-versus-host disease	1/64	0.7786412533585105	0.8331953888195448	0	0	0.6661193212917351	0.16666629231890542	FAS
Necroptosis	3/176	0.7797854279977791	0.8331953888195448	0	0	0.7267472411981083	0.18076855749590215	CAMK2B;FAS;TICAM1
Lysosome	2/124	0.7871786909650494	0.8372718803900981	0	0	0.6873561590482598	0.16448433093237372	GM2A;CTSF
Inositol phosphate metabolism	1/73	0.8210091725956495	0.8693038298071584	0	0	0.5825850095785441	0.11489799649905617	TPI1
Ubiquitin mediated proteolysis	2/138	0.8342359871156935	0.8793298242570822	0	0	0.6161542370727989	0.11167115218777754	UBE2H;UBE2E2
Autoimmune thyroid disease	1/78	0.8409426253713913	0.8824241001654958	0	0	0.54461486789073	0.09434463742559956	FAS
NOD-like receptor signaling pathway	3/205	0.8587191574127511	0.8970548340829633	0	0	0.6214800051433714	0.0946597026396369	JUN;ITPR2;TICAM1
Viral myocarditis	1/87	0.8714054214255244	0.905360771185227	0	0	0.487394747393745	0.06708888480068448	RAC3
Complement and coagulation cascades	1/88	0.8744082661874414	0.905360771185227	0	0	0.4817677368212446	0.06465703075953189	MASP1
Chemical carcinogenesis	1/94	0.8910115251893032	0.9156082665724495	0	0	0.4505469039673711	0.05199217399341332	KYAT1
Staphylococcus aureus infection	1/95	0.8935574297536537	0.9156082665724495	0	0	0.44573092443140133	0.050164640423907544	MASP1
mRNA surveillance pathway	1/96	0.8960439873721836	0.9156082665724495	0	0	0.44101633393829404	0.04840849931322918	MSI2
Oxidative phosphorylation	1/134	0.9576971168981016	0.974352718931112	0	0	0.3143959035519834	0.013589358272934855	COX6B2
Herpes simplex virus 1 infection	5/433	0.974419284945329	0.9870740808537098	0	0	0.48524481917919543	0.01257443559070487	ZFP46;PIK3R3;FAS;TICAM1;ZFP641
Protein processing in endoplasmic reticulum	1/163	0.9787246154493315	0.9871618966169982	0	0	0.2577293529161345	0.0055424614091364515	CRYAB
Tuberculosis	1/178	0.9850953887154104	0.9893232659201976	0	0	0.23570524060003897	0.0035395387312681754	CAMK2B
Olfactory transduction	3/1133	0.9999954394122555	0.9999954394122555	0	0	0.10576370532122745	4.823457581866303E-7	CAMK2B;PDE1B;SLC8A2
